,time,low,high,open,close,volume,price_change,average_price,volatitlity,product_id
0,2024-06-20,64500.0,66455.52,64945.67,64841.46,9346.70807899,-104.20999999999913,65477.76,3.0318139534883786,BTC-USD
1,2024-06-19,64635.48,65709.26,65150.9,64943.79,4958.38361329,-207.11000000000058,65172.369999999995,1.661285721093108,BTC-USD
2,2024-06-18,64010.01,66574.33,66481.81,65152.8,15937.73176483,-1329.0099999999948,65292.17,4.006123417259269,BTC-USD
3,2024-06-17,65050.0,67274.96,66629.38,66481.81,14487.64060903,-147.57000000000698,66162.48000000001,3.4203843197540453,BTC-USD
4,2024-06-16,65999.0,66931.18,66192.0,66628.75,2118.65163435,436.75,66465.09,1.4124153396263475,BTC-USD
5,2024-06-15,65800.86,66428.57,66004.36,66192.0,2004.1421548,187.63999999999942,66114.715,0.9539540972564894,BTC-USD
6,2024-06-14,65005.0,67322.72,66746.44,66004.39,11520.15791899,-742.0500000000029,66163.86,3.5654488116298766,BTC-USD
7,2024-06-13,66200.0,68474.49,68248.59,66746.44,11916.13211129,-1502.1499999999942,67337.245,3.435785498489434,BTC-USD
8,2024-06-12,66883.32,70032.0,67316.52,68248.6,17140.01139413,932.0800000000017,68457.66,4.7077208487856055,BTC-USD
9,2024-06-11,66018.69,69547.82,69495.97,67316.53,17354.68915468,-2179.4400000000023,67783.255,5.345652874966172,BTC-USD
10,2024-06-10,69141.51,70187.53,69641.08,69497.73,6088.40363232,-143.35000000000582,69664.51999999999,1.5128683189013432,BTC-USD
11,2024-06-09,69123.99,69848.94,69303.8,69637.87,1826.03995531,334.06999999999243,69486.465,1.0487675841628892,BTC-USD
12,2024-06-08,69126.22,69546.58,69326.71,69304.05,2631.94610412,-22.660000000003492,69336.4,0.6081049998104924,BTC-USD
13,2024-06-07,68298.55,71974.04,70773.63,69324.53,13768.98185265,-1449.1000000000058,70136.295,5.381505171046809,BTC-USD
14,2024-06-06,70093.98,71650.56,71120.65,70773.64,7716.5079994,-347.00999999999476,70872.26999999999,2.220704260194673,BTC-USD
15,2024-06-05,70356.49,71804.13,70541.68,71121.11,10123.1802918,579.4300000000076,71080.31,2.0575784835201403,BTC-USD
16,2024-06-04,68542.37,71108.9,68791.04,70542.32,18042.19396496,1751.2800000000134,69825.635,3.744443035745626,BTC-USD
17,2024-06-03,67568.0,70295.78,67731.14,68791.0,11884.90882705,1059.8600000000006,68931.89,4.037088562633198,BTC-USD
18,2024-06-02,67260.0,68411.0,67719.29,67735.52,2997.15241527,16.230000000010477,67835.5,1.7112696996729113,BTC-USD
19,2024-06-01,67371.28,67837.33,67473.07,67719.29,1949.57008052,246.2199999999866,67604.305,0.6917636120317188,BTC-USD
20,2024-05-31,66584.47,69024.71,68338.58,67472.41,10690.85876224,-866.1699999999983,67804.59,3.664878612084778,BTC-USD
21,2024-05-30,67092.91,69536.89,67569.44,68338.58,11841.26381893,769.1399999999994,68314.9,3.6426799791512927,BTC-USD
22,2024-05-29,67081.66,68864.11,68322.26,67569.45,8970.02059069,-752.8099999999977,67972.88500000001,2.6571346028109577,BTC-USD
23,2024-05-28,67194.59,69533.96,69366.31,68321.98,11975.93086328,-1044.3300000000017,68364.275,3.481485637459816,BTC-USD
24,2024-05-27,68210.12,70613.39,68470.8,69368.72,5384.62278063,897.9199999999983,69411.755,3.5233334877581277,BTC-USD
25,2024-05-26,68097.38,69522.0,69306.93,68473.72,2037.67329089,-833.2099999999919,68809.69,2.0920334967365783,BTC-USD
26,2024-05-25,68487.44,69605.03,68545.52,69289.67,2501.11901959,744.1499999999942,69046.235,1.631817454412074,BTC-USD
27,2024-05-24,66587.91,69278.75,67932.79,68547.8,10374.95988085,615.0100000000093,67933.33,4.041033875368661,BTC-USD
28,2024-05-23,66259.0,70066.95,69109.93,67940.45,14340.27843589,-1169.479999999996,68162.975,5.74706832279388,BTC-USD
29,2024-05-22,68887.52,70659.99,70146.89,69109.93,10889.10300904,-1036.9600000000064,69773.755,2.572991450410758,BTC-USD
30,2024-05-21,69146.01,71980.0,71432.16,70142.84,16102.06132545,-1289.320000000007,70563.005,4.098558976866497,BTC-USD
31,2024-05-20,66057.03,71560.9,66260.04,71432.17,20415.88691709,5172.130000000005,68808.965,8.331997366517985,BTC-USD
32,2024-05-19,65852.02,67701.91,66923.87,66261.62,3565.11346165,-662.25,66776.965,2.809162118337447,BTC-USD
33,2024-05-18,66624.06,67407.79,67046.34,66923.87,3880.58113972,-122.47000000000116,67015.92499999999,1.176346803241946,BTC-USD
34,2024-05-17,65113.46,67500.0,65252.17,67046.33,11710.00723895,1794.1600000000035,66306.73,3.6652022485059175,BTC-USD
35,2024-05-16,64588.5,66772.83,66244.68,65252.18,12012.70197182,-992.4999999999927,65680.66500000001,3.3819178336700833,BTC-USD
36,2024-05-15,61299.57,66480.0,61539.7,66244.69,21821.38858725,4704.990000000005,63889.785,8.451005447509665,BTC-USD
37,2024-05-14,61024.51,63103.02,62927.43,61539.84,13456.61307634,-1387.5900000000038,62063.765,3.4060248906545825,BTC-USD
38,2024-05-13,60738.51,63456.18,61453.01,62932.37,9170.80865115,1479.3600000000006,62097.345,4.474377129106391,BTC-USD
39,2024-05-12,60576.05,61843.45,60814.64,61453.02,2694.97577935,638.3799999999974,61209.75,2.0922460279268686,BTC-USD
40,2024-05-11,60450.13,61482.0,60787.99,60814.63,2338.06810837,26.639999999999418,60966.065,1.7069773050943027,BTC-USD
41,2024-05-10,60150.0,63470.0,63073.55,60787.47,11511.12990976,-2286.0800000000017,61810.0,5.519534497090607,BTC-USD
42,2024-05-09,60601.6,63424.14,61169.53,63073.57,8360.0553824,1904.0400000000009,62012.869999999995,4.657533794487276,BTC-USD
43,2024-05-08,60851.04,63013.05,62315.75,61169.53,7486.42596849,-1146.2200000000012,61932.045,3.5529548878704493,BTC-USD
44,2024-05-07,62252.64,64415.06,63161.35,62315.76,8994.93773002,-845.5899999999965,63333.85,3.4736197533148765,BTC-USD
45,2024-05-06,62704.48,65523.44,64023.45,63164.06,11241.77217344,-859.3899999999994,64113.96000000001,4.495627744620478,BTC-USD
46,2024-05-05,62908.34,64636.75,63902.88,64023.45,4474.5195919,120.56999999999971,63772.545,2.7475053387198,BTC-USD
47,2024-05-04,62565.82,64546.0,62913.03,63902.88,6414.57464352,989.8499999999985,63555.91,3.1649549226718365,BTC-USD
48,2024-05-03,58821.05,63365.72,59070.3,62913.03,15954.29032707,3842.729999999996,61093.385,7.726264662055502,BTC-USD
49,2024-05-02,56903.79,59641.03,58267.81,59071.89,13593.00905888,804.0800000000017,58272.41,4.810294709719683,BTC-USD
50,2024-05-01,56500.0,60785.49,60621.2,58265.59,26611.9312734,-2355.6100000000006,58642.744999999995,7.584938053097341,BTC-USD
51,2024-04-30,59040.3,64727.81,63845.01,60622.1,21106.65540758,-3222.9100000000035,61884.055,9.63326744613424,BTC-USD
52,2024-04-29,61741.01,64200.0,63109.76,63844.85,10712.13554316,735.0899999999965,62970.505000000005,3.982749877269578,BTC-USD
53,2024-04-28,62743.81,64333.33,63422.34,63108.94,4415.96831554,-313.3999999999942,63538.57,2.533349504915312,BTC-USD
54,2024-04-27,62389.0,63900.0,63742.39,63422.0,5312.16741262,-320.3899999999994,63144.5,2.4219012967029445,BTC-USD
55,2024-04-26,63287.76,64810.0,64484.44,63742.39,10151.96247701,-742.0500000000029,64048.880000000005,2.405267622048873,BTC-USD
56,2024-04-25,62747.18,65287.69,64255.77,64484.49,13256.29877715,228.72000000000116,64017.435,4.048803468139926,BTC-USD
57,2024-04-24,63542.56,67077.97,66418.0,64255.78,15083.5524347,-2162.220000000001,65310.265,5.563845712228156,BTC-USD
58,2024-04-23,65823.66,67225.66,66856.07,66418.0,8840.16749844,-438.070000000007,66524.66,2.1299332185417823,BTC-USD
59,2024-04-22,64520.0,67272.73,64952.92,66859.17,10977.05178637,1906.25,65896.36499999999,4.266475511469305,BTC-USD
60,2024-04-21,64250.0,65725.81,64960.82,64952.92,4487.48723219,-7.900000000001455,64987.905,2.296980544747078,BTC-USD
61,2024-04-20,63121.15,65463.08,63841.96,64968.87,5157.40726514,1126.9100000000035,64292.115000000005,3.7102144051557997,BTC-USD
62,2024-04-19,59573.32,65498.99,63514.84,63848.37,22838.07934159,333.5300000000061,62536.155,9.946852047191593,BTC-USD
63,2024-04-18,60816.07,64210.0,61275.73,63513.85,15249.84211445,2238.1199999999953,62513.035,5.580646694204345,BTC-USD
64,2024-04-17,59648.33,64524.14,63814.94,61279.36,21812.15297865,-2535.5800000000017,62086.235,8.174260704365063,BTC-USD
65,2024-04-16,61645.09,64400.0,63454.0,63814.94,17710.28213211,360.9400000000023,63022.545,4.468985283337251,BTC-USD
66,2024-04-15,62315.08,66928.82,65764.56,63452.18,21672.73701332,-2312.3799999999974,64621.950000000004,7.403890037531855,BTC-USD
67,2024-04-14,62150.0,65890.91,64021.36,65777.05,21604.05147827,1755.6900000000023,64020.455,6.01916331456155,BTC-USD
68,2024-04-13,60822.01,69100.0,67148.62,64008.1,27548.47240557,-3140.519999999997,64961.005000000005,13.610188153926511,BTC-USD
69,2024-04-12,65110.31,71265.74,70020.71,67148.61,23509.75554216,-2872.100000000006,68188.025,9.453848399738856,BTC-USD
70,2024-04-11,69530.0,71305.86,70638.4,70020.73,11001.16448135,-617.6699999999983,70417.93,2.554091758952971,BTC-USD
71,2024-04-10,67463.07,71159.6,69115.79,70634.04,16655.987797,1518.25,69311.335,5.479338547741747,BTC-USD
72,2024-04-09,68200.0,71761.37,71616.31,69117.01,15143.52341376,-2499.300000000003,69980.685,5.221950146627559,BTC-USD
73,2024-04-08,69037.33,72777.0,69350.36,71622.53,16648.69284289,2272.1699999999983,70907.16500000001,5.416880983085525,BTC-USD
74,2024-04-07,68846.23,70312.0,68919.57,69350.34,5766.41938443,430.7699999999895,69579.11499999999,2.1290490416105636,BTC-USD
75,2024-04-06,67469.19,69685.0,67856.51,68919.89,3985.44167764,1063.3800000000047,68577.095,3.2841805274377793,BTC-USD
76,2024-04-05,66000.0,68783.99,68528.46,67856.51,15515.82134206,-671.9500000000116,67391.995,4.218166666666675,BTC-USD
77,2024-04-04,65073.95,69367.19,65984.18,68525.23,18624.08140025,2541.050000000003,67220.57,6.597478714600859,BTC-USD
78,2024-04-03,64500.0,66944.06,65472.0,65987.92,14506.55934744,515.9199999999983,65722.03,3.7892403100775156,BTC-USD
79,2024-04-02,64521.61,69711.0,69681.85,65465.14,23496.58634089,-4216.710000000006,67116.305,8.042871217875684,BTC-USD
80,2024-04-01,68055.15,71313.8,71291.5,69681.82,13916.60016523,-1609.679999999993,69684.475,4.7882489422182,BTC-USD
81,2024-03-31,69587.86,71399.91,69623.86,71291.28,4424.66955382,1667.4199999999983,70493.88500000001,2.603974313910505,BTC-USD
82,2024-03-30,69569.03,70363.25,69903.74,69626.87,3262.62331859,-276.8700000000099,69966.14,1.14162868161307,BTC-USD
83,2024-03-29,69036.95,70941.7,70804.06,69903.75,7365.03204354,-900.3099999999977,69989.325,2.759029765944179,BTC-USD
84,2024-03-28,68841.01,71635.99,69436.83,70801.18,15224.17928189,1364.3499999999913,70238.5,4.060050833071756,BTC-USD
85,2024-06-20,3483.5,3624.28,3559.24,3510.73,108383.66568546,-48.50999999999976,3553.8900000000003,4.041337735036607,ETH-USD
86,2024-06-19,3464.44,3585.77,3482.1,3559.14,103693.89596402,77.03999999999996,3525.105,3.502153306162033,ETH-USD
87,2024-06-18,3351.0,3515.87,3509.81,3482.06,129044.70825538,-27.75,3433.435,4.920023873470603,ETH-USD
88,2024-06-17,3463.38,3640.0,3622.53,3509.81,111781.88622712,-112.72000000000025,3551.69,5.099642545721228,ETH-USD
89,2024-06-16,3538.74,3651.51,3566.82,3622.1,44147.59671264,55.279999999999745,3595.125,3.186727479272296,ETH-USD
90,2024-06-15,3470.96,3591.87,3479.53,3566.69,56700.50673905,87.15999999999985,3531.415,3.4834743125821057,ETH-USD
91,2024-06-14,3360.62,3529.83,3467.9,3479.53,102617.12125958,11.63000000000011,3445.225,5.035082812100149,ETH-USD
92,2024-06-13,3425.87,3560.6,3559.14,3467.65,108846.17560996,-91.48999999999978,3493.2349999999997,3.9327236585159393,ETH-USD
93,2024-06-12,3461.52,3657.05,3497.27,3559.14,98483.84286884,61.86999999999989,3559.285,5.6486745707088275,ETH-USD
94,2024-06-11,3381.0,3671.47,3665.86,3497.31,137575.16363517,-168.55000000000018,3526.2349999999997,8.59124519372966,ETH-USD
95,2024-06-10,3643.02,3712.6,3706.4,3665.86,43724.86169828,-40.539999999999964,3677.81,1.9099538295150704,ETH-USD
96,2024-06-09,3666.2,3721.16,3680.89,3706.26,19656.41005708,25.370000000000346,3693.68,1.4990998854399662,ETH-USD
97,2024-06-08,3658.0,3707.99,3676.31,3680.84,28751.32754441,4.5300000000002,3682.995,1.3665937670858335,ETH-USD
98,2024-06-07,3575.23,3839.71,3812.04,3676.35,110370.11489481,-135.69000000000005,3707.4700000000003,7.397566030716905,ETH-USD
99,2024-06-06,3758.19,3879.15,3866.42,3812.09,53756.6117727,-54.32999999999993,3818.67,3.218570641718488,ETH-USD
100,2024-06-05,3777.25,3888.9,3810.24,3866.57,67943.79281961,56.33000000000038,3833.075,2.955854126679465,ETH-USD
101,2024-06-04,3730.56,3832.56,3766.12,3810.29,57771.03645715,44.17000000000007,3781.56,2.734173957797221,ETH-USD
102,2024-06-03,3757.32,3850.06,3778.88,3766.09,66419.59243831,-12.789999999999964,3803.69,2.4682486453110135,ETH-USD
103,2024-06-02,3750.59,3835.0,3812.49,3778.88,44725.20926266,-33.60999999999967,3792.795,2.2505792421992235,ETH-USD
104,2024-06-01,3748.31,3829.99,3758.44,3812.48,33739.89750423,54.039999999999964,3789.1499999999996,2.179115388001522,ETH-USD
105,2024-05-31,3720.52,3846.0,3746.64,3758.44,83743.90660225,11.800000000000182,3783.26,3.3726468343134837,ETH-USD
106,2024-05-30,3700.4,3824.07,3762.07,3746.86,96742.8620579,-15.210000000000036,3762.235,3.342071127445683,ETH-USD
107,2024-05-29,3740.75,3884.24,3840.18,3762.11,108846.32940744,-78.06999999999971,3812.495,3.8358617924213,ETH-USD
108,2024-05-28,3769.47,3926.6,3890.72,3839.98,100613.04720901,-50.73999999999978,3848.035,4.168490530498985,ETH-USD
109,2024-05-27,3821.01,3973.9,3823.55,3890.72,71151.44619506,67.16999999999962,3897.455,4.00129808610812,ETH-USD
110,2024-05-26,3731.03,3882.82,3749.23,3823.83,57883.65812154,74.59999999999991,3806.925,4.068313575607807,ETH-USD
111,2024-05-25,3707.41,3777.78,3726.87,3749.06,33301.97878165,22.190000000000055,3742.5950000000003,1.898090580755847,ETH-USD
112,2024-05-24,3627.53,3827.99,3780.42,3727.03,112184.8378011,-53.38999999999987,3727.76,5.526074215788693,ETH-USD
113,2024-05-23,3521.24,3947.0,3736.02,3780.83,309961.25314343,44.809999999999945,3734.12,12.091195147164074,ETH-USD
114,2024-05-22,3653.11,3813.25,3789.41,3735.99,152993.45828385,-53.42000000000007,3733.1800000000003,4.383662139930084,ETH-USD
115,2024-05-21,3625.58,3841.24,3661.5,3789.37,253191.48042776,127.86999999999989,3733.41,5.948289652965866,ETH-USD
116,2024-05-20,3048.58,3695.0,3070.83,3661.52,280881.20562155,590.69,3371.79,21.20397037309174,ETH-USD
117,2024-05-19,3053.74,3137.64,3123.76,3070.9,36279.72976482,-52.86000000000013,3095.6899999999996,2.7474506670508982,ETH-USD
118,2024-05-18,3085.07,3148.0,3093.2,3123.99,35887.59340775,30.789999999999964,3116.535,2.0398240558561014,ETH-USD
119,2024-05-17,2932.68,3122.08,2944.86,3093.39,80378.06214215,148.52999999999975,3027.38,6.458256611699882,ETH-USD
120,2024-05-16,2923.73,3041.71,3033.23,2945.11,79847.19015756,-88.11999999999989,2982.7200000000003,4.035256333519169,ETH-USD
121,2024-05-15,2862.36,3041.53,2880.39,3033.2,102425.75517286,152.80999999999995,2951.945,6.259520116267697,ETH-USD
122,2024-05-14,2858.76,2988.0,2950.09,2880.4,84843.49382255,-69.69000000000005,2923.38,4.520841203878597,ETH-USD
123,2024-05-13,2864.35,2994.74,2927.72,2950.21,81949.54698641,22.490000000000236,2929.545,4.552167158343075,ETH-USD
124,2024-05-12,2900.59,2954.16,2911.77,2927.75,23851.53354001,15.980000000000018,2927.375,1.8468656376805996,ETH-USD
125,2024-05-11,2885.8,2943.64,2909.38,2911.75,26841.15468691,2.369999999999891,2914.7200000000003,2.004296902072205,ETH-USD
126,2024-05-10,2878.38,3053.53,3035.92,2909.42,79016.14737388,-126.5,2965.955,6.085020045998099,ETH-USD
127,2024-05-09,2949.52,3058.43,2972.81,3035.92,56610.30197974,63.11000000000013,3003.975,3.6924652146789936,ETH-USD
128,2024-05-08,2937.09,3038.17,3006.09,2972.82,52553.55510881,-33.26999999999998,2987.63,3.4415016223540964,ETH-USD
129,2024-05-07,3000.0,3129.9,3062.69,3005.78,62108.80446702,-56.909999999999854,3064.95,4.330000000000004,ETH-USD
130,2024-05-06,3045.59,3221.41,3136.77,3062.69,79596.65949657,-74.07999999999993,3133.5,5.772937263387379,ETH-USD
131,2024-05-05,3073.7,3171.64,3117.52,3136.95,38526.42777835,19.429999999999836,3122.67,3.1863877411588657,ETH-USD
132,2024-05-04,3093.87,3167.85,3104.11,3117.41,37445.2105609,13.299999999999727,3130.8599999999997,2.391179978473563,ETH-USD
133,2024-05-03,2958.55,3128.04,2986.12,3103.76,82328.62907159,117.64000000000033,3043.295,5.728819861080589,ETH-USD
134,2024-05-02,2890.28,3016.07,2968.18,2986.32,74253.44635959,18.140000000000327,2953.175,4.352173491841619,ETH-USD
135,2024-05-01,2814.12,3020.26,3011.24,2968.12,148775.73927121,-43.11999999999989,2917.19,7.325202905348753,ETH-USD
136,2024-04-30,2916.34,3249.66,3215.89,3011.4,122376.47890903,-204.48999999999978,3083.0,11.429394377884599,ETH-USD
137,2024-04-29,3114.56,3287.15,3262.99,3215.53,85704.21545809,-47.45999999999958,3200.855,5.541392684680987,ETH-USD
138,2024-04-28,3239.72,3356.31,3253.04,3262.6,66716.10732189,9.559999999999945,3298.015,3.598767794747699,ETH-USD
139,2024-04-27,3067.27,3281.92,3130.04,3253.04,65631.20199995,123.0,3174.5950000000003,6.998079725619203,ETH-USD
140,2024-04-26,3101.01,3166.66,3155.27,3130.0,69330.93637665,-25.269999999999982,3133.835,2.1170521862231864,ETH-USD
141,2024-04-25,3071.79,3191.94,3139.27,3155.34,95350.39968519,16.070000000000164,3131.865,3.9114001933725966,ETH-USD
142,2024-04-24,3102.62,3293.4,3219.42,3138.91,88784.32655222,-80.51000000000022,3198.01,6.148996654440447,ETH-USD
143,2024-04-23,3153.41,3266.4,3201.67,3219.49,69940.4136472,17.81999999999971,3209.9049999999997,3.583105273339028,ETH-USD
144,2024-04-22,3129.68,3237.41,3148.06,3201.46,70530.52584425,53.40000000000009,3183.545,3.4422049538610984,ETH-USD
145,2024-04-21,3117.46,3198.46,3156.62,3148.07,34111.84839622,-8.549999999999727,3157.96,2.5982691036933914,ETH-USD
146,2024-04-20,3019.11,3172.3,3057.9,3157.01,42703.49658553,99.11000000000013,3095.705,5.074011877672561,ETH-USD
147,2024-04-19,2865.71,3128.99,3065.8,3057.93,126465.06248187,-7.870000000000346,2997.35,9.187252024803618,ETH-USD
148,2024-04-18,2952.53,3100.8,2984.9,3065.82,91513.42190694,80.92000000000007,3026.665,5.021794867452659,ETH-USD
149,2024-04-17,2914.01,3124.03,3085.41,2984.98,122585.77561348,-100.42999999999984,3019.0200000000004,7.2072504898747765,ETH-USD
150,2024-04-16,2990.0,3128.28,3103.4,3085.25,117411.00495166,-18.15000000000009,3059.1400000000003,4.624749163879605,ETH-USD
151,2024-04-15,3025.0,3281.21,3158.2,3103.13,129021.87609399,-55.06999999999971,3153.105,8.469752066115703,ETH-USD
152,2024-04-14,2911.23,3175.72,3012.01,3158.34,160742.93293593,146.32999999999993,3043.475,9.085163315849307,ETH-USD
153,2024-04-13,2850.0,3302.32,3238.98,3011.39,241260.34609045,-227.59000000000015,3076.16,15.870877192982464,ETH-USD
154,2024-04-12,3100.0,3553.03,3503.06,3239.31,158974.418562,-263.75,3326.5150000000003,14.613870967741944,ETH-USD
155,2024-04-11,3473.6,3617.97,3546.07,3503.06,73843.06830002,-43.01000000000022,3545.785,4.156206817134958,ETH-USD
156,2024-04-10,3411.59,3562.51,3504.24,3546.0,83472.76785832,41.76000000000022,3487.05,4.423743767568789,ETH-USD
157,2024-04-09,3450.6,3726.79,3694.26,3504.58,104295.66540925,-189.6800000000003,3588.6949999999997,8.00411522633745,ETH-USD
158,2024-04-08,3406.93,3729.16,3453.69,3694.56,117580.32397415,240.8699999999999,3568.045,9.458075158573848,ETH-USD
159,2024-04-07,3345.36,3459.52,3352.87,3453.8,40642.58459362,100.93000000000029,3402.44,3.412487744218854,ETH-USD
160,2024-04-06,3308.7,3398.8,3319.1,3352.66,35789.96297357,33.559999999999945,3353.75,2.7231238855139592,ETH-USD
161,2024-04-05,3210.99,3348.33,3329.41,3319.26,82464.50869563,-10.149999999999636,3279.66,4.277185540907949,ETH-USD
162,2024-04-04,3251.91,3444.95,3312.42,3329.39,108312.21150232,16.9699999999998,3348.43,5.93620364647238,ETH-USD
163,2024-04-03,3202.8,3369.43,3279.71,3312.43,99323.0886667,32.7199999999998,3286.115,5.20263519420506,ETH-USD
164,2024-04-02,3211.41,3507.69,3505.95,3279.64,148814.96574824,-226.30999999999995,3359.55,9.225854064102691,ETH-USD
165,2024-04-01,3413.86,3646.38,3645.55,3505.85,97053.82915967,-139.70000000000027,3530.12,6.811058449965728,ETH-USD
166,2024-03-31,3505.76,3654.87,3507.31,3645.48,53825.13202391,138.17000000000007,3580.315,4.253286020720177,ETH-USD
167,2024-03-30,3488.08,3568.13,3511.21,3507.51,49286.0694304,-3.699999999999818,3528.105,2.2949588312194726,ETH-USD
168,2024-03-29,3473.42,3584.9,3561.12,3511.1,60142.83951755,-50.01999999999998,3529.16,3.2095168450691256,ETH-USD
169,2024-03-28,3462.44,3612.3,3499.62,3561.1,82506.6359203,61.48000000000002,3537.37,4.328161643234255,ETH-USD
170,2024-06-20,131.81,141.28,135.59,133.49,1122806.59179073,-2.0999999999999943,136.54500000000002,7.184583870723009,SOL-USD
171,2024-06-19,134.41,141.88,137.34,135.59,773852.80461872,-1.75,138.14499999999998,5.557622200729111,SOL-USD
172,2024-06-18,128.0,143.76,143.24,137.36,1722471.07323113,-5.8799999999999955,135.88,12.312499999999993,SOL-USD
173,2024-06-17,139.77,151.73,151.22,143.25,744074.6002912,-7.969999999999999,145.75,8.556914931673449,SOL-USD
174,2024-06-16,142.97,151.26,145.45,151.22,348354.54491309,5.77000000000001,147.115,5.798419248793447,SOL-USD
175,2024-06-15,142.84,145.68,143.01,145.45,285002.23960479,2.4399999999999977,144.26,1.9882385886306382,SOL-USD
176,2024-06-14,139.56,148.94,147.23,142.98,944501.87423291,-4.25,144.25,6.721123531097732,SOL-USD
177,2024-06-13,145.97,155.18,155.18,147.23,803839.65623014,-7.950000000000017,150.575,6.309515653901491,SOL-USD
178,2024-06-12,145.46,161.85,149.32,155.18,934640.79572654,5.860000000000014,153.655,11.267702461157697,SOL-USD
179,2024-06-11,144.95,159.67,158.99,149.32,1339784.17466776,-9.670000000000016,152.31,10.155225939979303,SOL-USD
180,2024-06-10,157.48,163.18,162.12,158.98,349339.89974703,-3.140000000000015,160.32999999999998,3.619507239014489,SOL-USD
181,2024-06-09,156.51,163.0,157.79,162.12,261672.49507329,4.3300000000000125,159.755,4.146699891380749,SOL-USD
182,2024-06-08,157.3,163.72,162.46,157.8,412608.49566585,-4.659999999999997,160.51,4.081373172282255,SOL-USD
183,2024-06-07,153.75,172.72,170.1,162.47,885283.82667966,-7.6299999999999955,163.235,12.33821138211382,SOL-USD
184,2024-06-06,167.59,174.6,173.57,170.1,510181.55093299,-3.469999999999999,171.095,4.182827137657372,SOL-USD
185,2024-06-05,171.06,175.62,171.81,173.58,766671.99922783,1.7700000000000102,173.34,2.6657313223430386,SOL-USD
186,2024-06-04,164.3,171.88,164.88,171.81,680588.11096016,6.930000000000007,168.09,4.613511868533162,SOL-USD
187,2024-06-03,161.5,167.14,163.03,164.88,745617.24715896,1.8499999999999943,164.32,3.4922600619194966,SOL-USD
188,2024-06-02,161.27,166.97,165.99,163.02,574719.23000784,-2.969999999999999,164.12,3.534445340112847,SOL-USD
189,2024-06-01,165.49,167.81,165.49,165.99,288521.39235233,0.5,166.65,1.4018973956130238,SOL-USD
190,2024-05-31,163.75,170.88,166.81,165.51,748373.81288618,-1.3000000000000114,167.315,4.35419847328244,SOL-USD
191,2024-05-30,163.48,172.54,168.11,166.83,944812.84218417,-1.2800000000000011,168.01,5.541962319549794,SOL-USD
192,2024-05-29,167.01,173.8,168.5,168.13,815289.32437549,-0.37000000000000455,170.405,4.065624812885468,SOL-USD
